2;2;52;5;2017;3;12;7;3;2;6;0;1;0;0;0;0;0;9.421332365;52.01728376
2;2;41;1;2017;2;5;6;3;5;3;1;1;0;0;0;2;1;9.733898481;52.413618207
2;1;55;12;2017;2;14;6;3;2;6;0;1;0;0;0;0;0;9.714239939;51.660906995
2;1;55;7;2017;2;8;6;3;8;7;1;0;0;0;0;0;1;10.094870609;51.687241848
2;1;58;23;2017;3;12;7;3;5;3;1;1;0;0;0;0;0;10.56411702;52.117605993
2;1;54;10;2017;3;8;7;3;3;7;0;1;0;0;1;0;0;11.052917579;52.221187215
2;2;57;31;2017;2;9;6;3;4;6;0;1;0;0;1;0;1;9.098513937;52.206376552
2;2;57;2;2017;2;11;6;3;0;1;0;1;0;0;0;0;1;9.294551694;52.288038086
2;2;54;21;2017;2;18;6;3;5;3;0;1;0;0;0;2;1;10.017245292;52.161535542
2;1;59;1;2017;2;22;6;3;9;1;0;1;0;0;0;2;2;9.764495055;51.579842498
2;1;59;16;2017;2;13;6;3;5;3;0;1;0;0;0;0;0;9.939874714;51.524589304
2;4;59;8;2017;3;15;6;3;2;6;0;1;0;0;0;0;0;8.156850921;52.325373266
2;1;59;16;2017;2;9;6;3;2;6;0;1;0;0;0;0;1;9.939338113;51.556325669
2;4;59;19;2017;3;15;6;3;9;7;0;1;0;0;0;0;0;8.043683108;52.205217565
2;4;59;4;2017;3;6;6;3;8;1;0;1;0;0;0;2;1;8.036997444;52.149636147
2;4;59;17;2017;3;19;6;3;0;7;1;0;0;0;0;2;1;7.671898133;52.513927234
2;4;57;18;2017;3;16;6;3;3;2;1;1;0;0;0;0;0;7.575756328;53.135739236
2;4;57;14;2017;3;7;6;2;5;3;1;1;0;0;0;0;2;7.487383201;53.303827341
2;4;54;42;2017;3;7;6;2;9;1;0;1;0;0;0;0;1;7.667752277;52.896223995
2;4;54;11;2017;3;5;6;3;9;1;0;1;0;0;0;1;2;7.650413169;53.006988729
2;4;56;1;2017;3;15;6;3;2;2;0;1;0;0;0;0;1;7.079420118;52.300925366
2;4;56;15;2017;3;11;6;3;5;3;1;1;0;0;0;0;0;7.061545987;52.442757423
2;4;54;39;2017;3;7;6;3;5;3;1;1;0;0;0;0;1;7.284426023;52.856949687
2;1;59;16;2017;2;8;6;3;5;3;0;1;0;0;0;0;1;9.940777656;51.520636605
2;1;57;6;2017;2;19;6;2;1;5;0;1;0;0;1;2;1;10.196388633;52.333284208
2;1;53;12;2017;2;7;6;3;2;6;0;1;0;0;0;0;1;10.159135714;51.857356686
2;1;53;2;2017;2;11;6;3;8;1;0;1;0;0;0;0;1;10.537477361;51.911145692
2;1;51;31;2017;2;12;6;3;8;1;0;1;0;0;0;0;2;10.800597645;52.497841512
2;1;51;31;2017;2;12;6;3;4;2;0;1;0;0;0;0;1;10.800560942;52.497699904
2;1;54;14;2017;2;14;6;3;2;6;0;1;0;0;0;0;0;10.724641381;52.375507065
2;1;54;14;2017;2;13;6;3;2;6;0;1;0;0;0;0;0;10.733373346;52.337442663
2;1;54;13;2017;2;11;6;3;3;6;0;1;0;0;1;0;0;10.88883792;52.28877593
2;4;54;29;2017;3;13;6;3;5;3;0;1;0;0;0;0;0;7.314648408;52.860241036
2;1;1;0;2017;2;12;6;3;2;6;0;1;0;0;0;0;1;10.508799054;52.272874205
2;4;59;22;2017;2;7;5;3;8;1;0;0;0;0;1;0;1;8.157530304;52.167859676
2;4;62;11;2017;3;7;6;2;4;6;0;1;0;0;0;0;1;7.530777435;53.583000225
2;4;62;5;2017;3;14;6;3;5;2;0;1;0;0;0;0;0;7.839677004;53.451175933
2;4;58;7;2017;3;7;6;2;9;1;0;1;0;0;0;1;2;8.207738693;52.934654449
2;4;62;2;2017;3;7;6;2;8;1;0;1;0;0;0;1;1;7.668305011;53.594221511
2;4;62;19;2017;3;7;6;2;8;1;0;1;0;0;0;0;2;7.858348037;53.614387435
2;4;52;11;2017;3;7;6;3;0;7;0;0;0;1;0;0;2;7.161038177;53.408752416
2;4;59;30;2017;2;18;5;2;0;4;0;1;1;0;0;2;1;7.945155302;52.675001533
2;4;4;0;2017;2;6;5;3;5;3;0;1;0;0;1;2;1;8.012183007;52.295507839
2;4;57;17;2017;2;13;5;3;5;3;1;1;0;0;0;0;1;7.622202276;53.140715098
2;4;52;8;2017;3;7;6;3;9;1;0;1;0;0;0;1;1;7.294530517;53.618067553
2;4;57;24;2017;2;18;5;3;2;2;0;1;0;0;0;0;1;7.291941475;53.17926269
2;4;52;1;2017;3;17;6;3;8;1;0;0;0;1;0;1;0;7.593643271;53.509710789
2;4;53;6;2017;3;7;6;3;8;1;0;1;0;0;0;0;1;7.932981518;52.698567483
2;4;55;15;2017;3;22;6;3;8;1;0;1;0;0;0;2;1;7.950236425;53.562424199
2;4;5;0;2017;3;15;6;2;6;4;0;1;1;0;0;0;0;8.091717286;53.574551386
2;4;5;0;2017;3;7;6;3;9;1;0;1;0;0;0;0;2;8.075851015;53.575233521
2;3;56;10;2017;3;6;6;2;8;1;0;1;0;0;0;1;2;8.880564818;53.343438711
2;3;61;1;2017;3;19;6;3;2;6;0;1;0;0;1;2;1;9.017020797;53.02712744
2;4;58;1;2017;3;7;6;3;8;1;0;1;0;0;0;0;2;8.592400147;52.864842122
2;4;1;0;2017;3;7;6;3;5;3;1;1;0;0;0;0;1;8.644552908;53.047993892
2;4;56;4;2017;2;15;5;3;9;1;0;1;0;0;0;0;1;6.959992699;52.548597237
2;4;56;15;2017;2;14;5;3;0;2;0;1;0;0;0;0;1;7.081529399;52.369576583
2;4;54;40;2017;2;6;5;3;5;3;0;1;0;0;0;2;1;7.26409157;52.844250626
2;4;54;35;2017;2;13;5;3;2;6;0;1;0;0;0;0;1;7.295537399;52.713800907
2;4;54;19;2017;2;7;5;3;2;6;0;1;0;0;0;1;1;7.30784859;52.597834338
2;4;54;2;2017;2;14;5;3;1;5;0;1;0;0;0;0;1;7.41229466;52.601493575
2;4;62;11;2017;2;17;5;3;5;3;0;1;0;0;0;1;1;7.498020432;53.587014211
2;4;62;10;2017;2;23;5;2;9;1;0;1;0;0;0;2;1;7.666457814;53.664435546
2;4;62;5;2017;2;9;5;3;4;2;0;1;0;0;0;0;1;7.839677004;53.451175933
2;3;52;59;2017;3;7;6;3;5;2;1;1;0;0;0;0;0;8.819038561;53.434618627
2;4;52;24;2017;2;6;5;3;5;3;0;1;0;0;1;2;1;7.281224661;53.518345335
2;3;53;29;2017;3;7;6;3;4;6;0;1;0;0;0;0;2;9.877948932;53.383144055
2;4;52;1;2017;2;15;5;3;2;6;0;1;0;0;0;0;1;7.478950364;53.466799376
2;3;53;2;2017;3;6;6;3;8;7;0;1;0;0;0;0;2;9.972207898;53.295878534
2;4;60;5;2017;2;10;5;3;2;2;0;1;0;0;0;0;1;8.12340591;52.588124245
2;4;55;26;2017;2;14;5;3;5;2;0;1;0;0;0;0;1;8.127857539;53.348320295
