OBJECTID_1;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstig;STRZUSTAND;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84
5866;1;0;57;25;2018;10;10;3;3;5;3;0;0;1;0;0;0;0;1;579681.74;6025264.2118;10.226495901;54.368936534
5867;1;0;56;39;2018;7;10;3;3;5;3;0;0;1;0;0;0;0;0;553465.9991;5945822.1483;9.809057052;53.658417106
5868;1;0;55;32;2018;9;13;2;3;5;3;0;1;1;0;0;0;0;0;617648.1863;5996411.2103;10.799308553;54.102397583
5869;1;0;60;44;2018;8;8;6;3;5;2;0;1;1;0;0;0;0;0;562349.113;5965591.221;9.947448085;53.835099677
5870;1;0;61;93;2018;8;7;2;3;5;3;0;0;1;0;1;0;0;1;547700.038;5981273.752;9.727309958;53.977595087
5871;1;0;60;64;2018;8;12;6;3;5;2;0;0;1;0;0;1;0;0;561094.9496;5967534.4505;9.92877925;53.852712394
5872;1;0;54;22;2018;8;18;7;3;8;1;0;0;0;0;1;0;0;0;484089.3567;6060041.2121;8.753188412;54.687460592
5873;1;0;59;83;2018;7;16;1;3;4;6;0;1;0;0;0;0;0;0;551542.8332;6055116.9767;9.798643232;54.640825269
5874;1;0;61;104;2018;9;11;3;3;5;2;0;0;1;0;0;0;0;0;537832.4977;5966288.4684;9.575010363;53.843729758
5875;1;0;2;0;2018;8;6;2;3;8;1;1;0;1;0;0;0;0;1;571648.9226;6019098.5382;10.101395854;54.314726113
5876;1;0;54;168;2018;7;14;7;3;0;1;0;1;0;0;0;0;0;0;454590.3092;6078022.2989;8.292802677;54.847244539
5877;1;0;2;0;2018;8;17;2;3;3;6;0;0;1;0;0;0;0;1;571028.0759;6022932.6588;10.092767208;54.349265431
5878;1;0;2;0;2018;9;5;7;3;8;7;2;0;1;0;0;0;0;1;572697.3167;6023154.3299;10.118497223;54.351022078
5879;1;0;2;0;2018;9;14;4;3;5;2;0;1;1;0;0;0;0;0;572348.5871;6021116.6365;10.112638277;54.332761557
5880;1;0;54;113;2018;7;11;1;3;0;1;0;1;0;0;0;0;0;0;474651.3167;6019537.5874;8.610264831;54.323069983
5881;1;0;2;0;2018;8;16;5;3;2;6;0;0;1;0;0;0;0;0;573645.9135;6018915.2107;10.132042074;54.312794673
5882;1;0;4;0;2018;7;11;2;3;3;2;0;1;1;0;0;0;0;0;564237.2303;5991128.279;9.981509372;54.064363083
5883;1;0;60;63;2018;8;9;3;3;5;3;0;1;1;0;0;0;0;0;566703.0964;5948716.1329;10.009954202;53.682904663
5884;1;0;59;152;2018;7;19;1;2;3;6;0;0;1;0;0;0;0;0;560718.1572;6068186.796;9.943514342;54.757245408
5885;1;0;60;5;2018;9;0;1;3;3;6;2;0;1;0;0;0;0;0;586411.5255;5976518.1143;10.316086341;53.929841775
5886;1;0;3;0;2018;7;22;3;3;8;6;2;0;1;0;0;0;0;0;610004.0973;5962915.5093;10.670383993;53.803158377
5887;1;0;58;43;2018;9;14;7;3;2;6;0;0;1;0;0;0;0;1;554308.0768;6035475.4744;9.837859609;54.464034241
5888;1;0;53;83;2018;8;8;5;3;5;3;0;0;1;0;0;0;0;1;602875.192;5915369.333;10.54649798;53.377403823
5889;1;0;2;0;2018;8;18;5;3;5;3;0;1;0;0;0;0;0;0;573010.3156;6021838.8013;10.122989585;54.339156454
5890;1;0;60;5;2018;8;14;5;3;2;6;0;0;1;0;0;0;0;0;586380.5707;5976544.9692;10.315622613;53.930088248
5891;1;0;54;15;2018;9;12;4;3;5;3;0;0;1;0;0;0;1;0;465077.387;6061645.4223;8.45808653;54.700917398
5892;1;0;2;0;2018;7;19;7;3;0;1;0;0;1;0;0;0;0;1;573190.9922;6017878.9847;10.124796847;54.303548841
5893;1;0;3;0;2018;9;14;2;3;2;6;0;0;1;0;0;0;0;0;612514.975;5969475.411;10.710893316;53.861556682
5894;1;0;59;45;2018;8;13;7;2;5;3;0;0;1;0;1;0;0;0;559937.9212;6057267.2817;9.929146021;54.659219943
5895;1;0;60;96;2018;7;12;6;3;2;6;0;0;1;0;0;0;0;0;588437.3188;5975510.564;10.346639317;53.920446398
5896;1;0;3;0;2018;8;9;7;3;5;3;0;1;0;0;0;0;0;0;613295.3089;5965398.5152;10.721249741;53.824759779
5897;1;0;2;0;2018;8;15;3;3;2;6;0;0;1;0;0;0;1;0;577383.7029;6020582.7529;10.189916182;54.327225643
5898;1;0;61;48;2018;8;20;7;2;2;6;0;0;1;0;0;0;0;0;531024.8542;5984822.3672;9.473427635;54.01075846
5899;1;0;2;0;2018;8;23;7;3;3;6;0;0;1;0;1;0;0;0;573204.0031;6017845.823;10.12498863;54.303248994
5900;1;0;59;83;2018;7;16;1;2;0;1;0;0;0;0;1;0;0;0;548450.2496;6054134.3015;9.750566485;54.632301219
5901;1;0;1;0;2018;9;18;4;3;5;2;0;1;1;0;0;0;0;0;526603.766;6072490.809;9.413822272;54.798888469
5902;1;0;54;56;2018;8;7;2;3;0;2;0;0;1;0;1;0;0;0;504554.4438;6036607.6062;9.070287081;54.477092621
5903;1;0;55;46;2018;8;13;2;3;2;6;0;0;1;0;0;0;0;1;640876.736;6035207.3154;11.172567223;54.444995667
5904;1;0;4;0;2018;9;13;7;3;2;2;0;0;1;0;0;0;0;1;565234.3032;5991252.5247;9.996768308;54.065354356
5905;1;0;62;35;2018;9;18;4;3;7;7;1;0;1;0;0;0;0;0;586028.2678;5946240.018;10.301797439;53.657829912
5906;1;0;58;43;2018;8;15;5;3;2;6;0;0;1;0;0;0;0;0;553163.9726;6038106.4135;9.82068367;54.487797664
5907;1;0;3;0;2018;7;9;2;3;5;2;0;1;1;0;0;0;0;0;608806.4;5969687.3153;10.654602522;53.864250999
5908;1;0;54;161;2018;8;17;4;3;2;6;0;0;1;0;0;0;0;1;501978.7866;6028185.9267;9.030481658;54.401421402
5909;1;0;59;49;2018;7;19;1;2;4;6;0;0;1;0;1;0;0;0;535248.6062;6052918.2475;9.545919261;54.622467778
5910;1;0;1;0;2018;10;12;2;3;5;3;0;0;1;0;0;0;0;0;528003.556;6068324.3021;9.435193209;54.761370006
5911;1;0;59;183;2018;7;16;3;2;0;6;0;0;0;0;1;0;0;0;521402.289;6070042.249;9.332734152;54.777133182
5912;1;0;51;114;2018;9;7;7;3;1;1;0;0;1;0;0;0;1;1;518536.6481;6008044.9526;9.284290313;54.220073932
5913;1;0;60;40;2018;8;21;5;3;7;7;1;0;1;0;0;0;0;0;554721.5426;5975728.6445;9.833364925;53.927065423
5914;1;0;3;0;2018;8;18;5;3;5;3;0;1;1;0;0;0;0;0;610536.5;5967379.654;10.680068744;53.843152843
5915;1;0;61;79;2018;8;17;5;3;0;1;0;1;0;0;0;0;0;0;535603.1251;5974047.6592;9.54202936;53.913624603
5916;1;0;58;169;2018;9;15;4;3;5;3;0;0;1;0;0;0;0;0;558765.4089;5992446.5638;9.898170502;54.07686318
5917;1;0;55;44;2018;7;17;7;3;2;6;0;0;1;0;1;0;0;1;614775.5614;5988655.7293;10.752460753;54.033374126
5918;1;0;62;1;2018;9;17;2;3;2;6;0;0;1;0;0;0;1;0;581279.4294;5947355.7978;10.230247797;53.668616272
5919;1;0;59;82;2018;8;16;7;3;5;2;0;0;1;0;0;0;0;0;540362.545;6052957.444;9.625122825;54.62243708
5920;1;0;54;166;2018;7;17;6;3;8;6;0;0;0;0;1;0;1;0;478820.4268;6077526.2935;8.670180902;54.8443984
5921;1;0;56;3;2018;8;10;7;3;5;3;0;0;1;0;0;0;0;1;550835.027;5956611.509;9.771019528;53.755649338
5922;1;0;2;0;2018;8;11;5;3;3;1;0;0;1;0;0;0;0;0;571285.8315;6023620.0544;10.096896488;54.355406225
5923;1;0;58;72;2018;9;22;6;2;1;5;2;0;1;0;0;0;0;0;528675.787;5997042.0869;9.438739075;54.120719679
5924;1;0;2;0;2018;10;10;6;3;5;3;0;1;1;0;0;0;0;0;573506.7887;6017857.7331;10.129643727;54.303312536
5925;1;0;60;44;2018;9;7;2;3;5;3;0;0;1;0;0;0;0;1;563065.921;5965975.794;9.958417842;53.838469297
5926;1;0;60;5;2018;8;9;3;3;0;1;0;0;0;0;1;0;0;1;585676.4179;5977129.9778;10.305065098;53.935461929
5927;1;0;56;15;2018;8;21;2;3;3;6;2;1;1;0;0;0;0;0;544731.067;5957650.8161;9.678598416;53.765549944
5928;1;0;54;168;2018;7;16;1;3;8;1;0;1;0;0;0;0;0;0;454924.0552;6081148.9061;8.297511708;54.875370239
5929;1;0;60;39;2018;9;16;6;3;5;3;0;0;1;0;1;0;0;0;564152.1265;5959613.4537;9.973596482;53.78115858
5930;1;0;51;26;2018;7;16;1;3;2;2;0;0;1;0;0;0;0;0;516966.5768;5989604.2226;9.259174163;54.054390082
5931;1;0;57;66;2018;9;17;6;3;5;2;0;0;1;0;0;0;0;1;586511.748;6015557.1094;10.328781655;54.280604492
5932;1;0;3;0;2018;8;14;4;3;5;2;0;1;1;0;0;0;0;0;611655.9173;5968733.2477;10.697566933;53.855074417
5933;1;0;54;168;2018;9;16;3;3;5;3;0;1;1;0;0;0;0;0;455716.526;6084297.901;8.30937711;54.903737682
5934;1;0;4;0;2018;7;7;6;3;5;3;0;1;1;0;0;0;0;0;564413.0891;5992193.5299;9.984422387;54.073913993
5935;1;0;55;35;2018;9;11;1;3;5;3;0;1;0;0;0;0;1;0;619424.2695;5981276.9174;10.820505696;53.966032442
5936;1;0;2;0;2018;8;12;6;3;2;6;0;0;1;0;1;0;0;1;571894.276;6017132.855;10.104693569;54.297028419
5937;1;0;56;27;2018;7;16;4;2;5;3;0;0;1;0;0;0;0;0;543190.5567;5940697.6665;9.652868143;53.613308438
5938;1;0;58;24;2018;8;7;6;3;5;3;0;1;1;0;0;0;0;0;545292.9354;6021129.3635;9.69659954;54.335994872
5939;1;0;1;0;2018;9;11;7;3;2;6;0;0;1;0;0;0;0;0;526325.238;6072202.446;9.409463693;54.796311792
5940;1;0;62;18;2018;7;7;3;3;2;6;0;0;1;0;0;0;0;0;581846.3429;5933926.9699;10.235299142;53.547850855
5941;1;0;4;0;2018;9;10;5;3;5;3;0;1;0;0;0;0;0;0;565418.4166;5998754.8179;10.001203556;54.132749602
5942;1;0;60;63;2018;10;16;5;3;3;6;0;0;1;0;0;0;0;1;562048.2744;5947112.5711;9.939165542;53.669066626
5943;1;0;60;47;2018;7;6;4;3;5;3;0;1;1;0;0;0;0;0;566372.6607;5963086.9867;10.008038828;53.812096307
5944;1;0;2;0;2018;8;14;4;3;3;6;0;1;0;0;0;0;0;0;571284.4974;6019627.1922;10.09592125;54.319527495
5945;1;0;3;0;2018;8;11;1;3;5;3;0;0;1;0;1;0;0;0;609083.5916;5970747.626;10.65919284;53.873719022
5946;1;0;53;100;2018;8;9;1;3;0;7;0;1;0;0;0;0;0;0;617649.4413;5951379.4026;10.782023826;53.697846167
5947;1;0;62;9;2018;7;12;1;2;2;6;0;0;1;0;0;0;0;0;582168.2974;5935401.8765;10.240544797;53.561054795
5948;1;0;56;48;2018;9;12;5;2;5;2;0;0;1;0;0;0;0;0;550200.5593;5952761.871;9.760772341;53.721112152
5949;1;0;57;63;2018;7;22;7;3;4;6;2;0;1;0;0;0;0;0;581101.8211;6026331.3338;10.248639639;54.378300843
5950;1;0;62;60;2018;9;11;4;3;2;6;0;0;1;0;0;0;0;0;584687.045;5931908.71;10.277615845;53.529263561
5951;1;0;56;44;2018;8;10;2;3;2;6;0;0;1;0;0;0;0;1;555675.4983;5939319.7231;9.841324382;53.599745974
5952;1;0;53;28;2018;9;11;1;3;1;5;0;0;1;0;0;0;0;0;588509.7237;5923582.0965;10.332920582;53.453808572
5953;1;0;2;0;2018;7;18;3;3;2;6;0;0;1;0;0;0;0;0;575830.7363;6019152.2022;10.165678507;54.314604419
5954;1;0;3;0;2018;7;11;1;3;2;6;0;0;1;0;0;0;0;0;606749.2365;5969507.4081;10.623270928;53.863061727
5955;1;0;58;18;2018;9;9;6;2;9;6;0;0;1;0;0;0;1;0;565485.0658;6008357.839;10.004312096;54.219036494
5956;1;0;59;186;2018;7;12;2;3;5;2;0;0;1;0;0;0;0;0;546739.1684;6069380.4537;9.726505813;54.769466736
5957;1;0;56;48;2018;9;14;3;3;5;3;0;1;1;0;0;0;0;0;547811.8695;5949206.1699;9.724027024;53.689379127
5958;1;0;54;37;2018;10;12;3;3;4;6;0;0;1;0;0;0;0;1;510196.429;6058690.0611;9.158123935;54.675466081
5959;1;0;53;116;2018;7;16;3;3;0;1;0;1;0;0;0;0;0;0;598312.5307;5929115.1363;10.482227466;53.501788998
5960;1;0;58;77;2018;9;5;2;2;5;3;2;0;1;0;0;0;1;0;543347.136;5993022.7116;9.662620589;54.083569508
5961;1;0;55;38;2018;8;13;6;3;2;2;0;0;1;0;0;0;0;0;614347.244;6006146.104;10.752540822;54.190595015
5962;1;0;60;5;2018;8;8;2;3;5;3;0;0;1;0;1;0;0;1;586656.543;5976007.633;10.319672253;53.925213832
5963;1;0;56;41;2018;8;12;6;3;5;3;0;0;1;0;0;0;1;0;558728.625;5954949.3408;9.89041168;53.73988132
5964;1;0;51;71;2018;8;15;6;3;3;2;0;0;1;0;0;0;0;0;501589.225;6019719.9798;9.024435565;54.325336163
5965;1;0;61;48;2018;7;6;7;3;0;7;0;0;0;0;1;0;0;0;531154.712;5986236.743;9.475554096;54.023462459
5966;1;0;56;8;2018;9;12;3;3;5;3;0;1;1;0;0;0;0;0;548324.8046;5960157.6591;9.733505694;53.787759268
5967;1;0;56;41;2018;8;14;1;2;5;3;0;1;0;0;0;0;0;0;559359.516;5953332.26;9.899665243;53.725276836
5968;1;0;51;34;2018;7;2;6;3;9;2;2;0;1;0;0;0;0;0;489882.3033;5986715.8889;8.845542111;54.028610178
5969;1;0;54;56;2018;8;8;2;3;5;2;0;0;1;0;0;0;0;1;503702.434;6036605.291;9.057138301;54.477078744
5970;1;0;61;12;2018;9;18;6;3;2;2;0;0;1;0;0;1;0;0;528093.9163;5962697.4866;9.426672364;53.812072261
5971;1;0;61;116;2018;9;17;3;3;2;1;0;0;1;0;1;1;0;1;548641.5231;5976976.2458;9.740978819;53.938884691
5972;1;0;59;83;2018;8;13;5;3;2;2;0;0;1;0;0;0;0;0;550687.4715;6054741.4217;9.785325968;54.637537146
5973;1;0;54;164;2018;7;18;2;2;0;7;0;1;0;0;0;0;0;0;470974.3717;6060894.3629;8.549664595;54.694542477
5974;1;0;55;44;2018;8;19;3;3;2;2;0;0;1;0;1;0;0;0;615917.325;5986261.6835;10.768971636;54.011611728
5975;1;0;56;15;2018;7;12;7;3;0;1;0;1;0;0;0;0;0;0;543411.7239;5956189.3645;9.658379156;53.752526491
5976;1;0;59;92;2018;9;6;1;3;6;4;0;0;1;1;0;0;0;0;520425.2786;6040806.5209;9.315503888;54.514437892
5977;1;0;61;27;2018;7;19;2;3;5;3;0;0;1;0;0;0;0;0;530585.8909;5958105.3742;9.464061792;53.770658059
5978;1;0;1;0;2018;9;20;7;3;2;6;2;0;1;0;0;0;0;1;528208.189;6071193.8339;9.438652124;54.787145587
5979;1;0;55;42;2018;8;11;5;3;8;1;0;0;1;0;0;0;0;1;616351.442;5984178.84;10.774796629;53.992802662
5980;1;0;60;2;2018;8;17;5;3;2;6;0;0;1;0;0;0;0;0;561770.0032;5960297.8773;9.937587053;53.787597583
5981;1;0;62;83;2018;8;17;5;3;8;1;0;0;0;0;0;0;1;0;598827.8208;5958062.926;10.499187483;53.761800255
5982;1;0;51;141;2018;9;13;3;3;5;3;0;0;1;0;0;0;0;0;509851.6502;6012030.8038;9.151223093;54.256137481
5983;1;0;59;83;2018;7;12;7;3;2;6;0;0;1;0;0;0;0;0;548921.7299;6054920.2511;9.758001062;54.63931842
5984;1;0;4;0;2018;9;15;2;2;0;7;0;0;0;0;1;0;0;1;565145.9444;5993380.9058;9.995876138;54.084492117
5985;1;0;58;146;2018;8;18;7;3;8;7;0;0;1;0;0;0;0;0;551430.9415;6018591.0118;9.790554376;54.312601984
5986;1;0;56;42;2018;7;23;5;3;8;6;2;0;1;0;0;0;0;0;540701.667;5955591.1389;9.617202523;53.74736846
5987;1;0;4;0;2018;8;17;7;2;3;6;0;0;1;0;1;0;0;0;565878.6804;5990903.6638;10.006536789;54.062137362
5988;1;0;59;112;2018;9;10;1;3;2;2;0;0;1;0;0;0;0;0;559763.697;6067804.575;9.928606321;54.753925371
5989;1;0;53;90;2018;8;11;4;2;5;3;0;1;1;0;0;0;0;0;610913.583;5941401.644;10.676484898;53.609674144
5990;1;0;59;186;2018;9;18;6;3;5;3;0;1;1;0;0;0;0;0;545419.868;6069384.939;9.706001287;54.769628105
5991;1;0;56;41;2018;10;14;5;3;5;3;0;0;1;0;1;0;0;1;559147.3823;5953901.7569;9.896559419;53.730419127
5992;1;0;60;28;2018;7;22;5;3;2;6;2;0;1;0;0;0;0;0;572312.151;5985629.0769;10.103555982;54.013876378
5993;1;0;4;0;2018;9;13;2;3;5;3;0;1;1;0;0;0;0;1;563964.2481;5993903.1861;9.977925019;54.089333721
5994;1;0;54;163;2018;7;20;6;3;0;1;0;1;0;0;0;0;0;0;470816.7844;6061478.5758;8.547161233;54.699783451
5995;1;0;2;0;2018;8;15;3;3;5;2;0;1;1;0;0;0;0;1;573338.1492;6019015.8175;10.127337029;54.313742989
5996;1;0;3;0;2018;8;11;2;3;3;6;0;0;1;0;1;0;0;0;609015.001;5967285.5306;10.656920474;53.8426287
5997;1;0;60;63;2018;7;8;7;3;5;2;0;1;1;0;0;0;0;0;567369.4565;5948943.5272;10.020091225;53.684862759
5998;1;0;55;4;2018;9;15;6;3;5;3;0;1;1;0;0;0;0;0;611049.4841;5974286.7037;10.690363199;53.905097747
5999;1;0;57;57;2018;7;17;1;3;5;3;0;0;1;0;0;0;0;0;592328.9529;6002285.3796;10.414021267;54.160342727
6000;1;0;53;90;2018;9;21;5;3;5;2;2;0;1;0;0;0;0;0;611814.3201;5944153.5185;10.691081508;53.634207109
6001;1;0;54;132;2018;8;19;4;2;5;3;0;0;1;0;1;0;0;0;502792.509;6034255.187;9.043073581;54.455963677
6002;1;0;56;49;2018;9;7;2;3;5;2;0;1;1;0;0;0;0;0;544877.938;5948196.63;9.679455243;53.680565915
6003;1;0;51;11;2018;7;9;5;3;5;3;0;0;1;0;0;0;0;0;511347.025;5973863.1313;9.172746445;53.913065048
6004;1;0;54;99;2018;9;4;1;3;9;1;2;0;1;0;0;0;0;0;514087.6426;6035072.8267;9.217335589;54.463124264
6005;1;0;54;168;2018;8;16;6;3;3;6;0;1;0;0;0;0;0;0;454878.0303;6081850.7527;8.296684674;54.88167283
6006;1;0;55;44;2018;7;17;4;3;6;4;0;0;1;1;0;0;0;0;615845.906;5986428.6425;10.767945911;54.013127653
6007;1;0;1;0;2018;8;18;6;3;0;2;0;1;1;0;0;0;0;0;528270.1273;6071721.725;9.439666733;54.791885979
6008;1;0;51;44;2018;9;16;6;3;5;3;0;1;0;0;0;0;1;1;507272.921;6005440.4206;9.111479933;54.196949169
6009;1;0;2;0;2018;7;8;3;3;5;3;0;1;1;0;0;0;0;0;572883.8622;6020829.6381;10.12079832;54.330106504
6010;1;0;59;19;2018;9;14;5;3;2;6;0;0;1;0;0;0;0;0;532567.9309;6036892.877;9.502629995;54.478631915
6011;1;0;54;149;2018;10;12;4;3;2;7;0;0;1;0;0;0;0;0;457162.2895;6087874.4647;8.331390128;54.936002468
6012;1;0;2;0;2018;7;10;4;3;0;7;0;0;1;0;0;0;0;0;573694.8537;6021523.1324;10.133438332;54.336221539
6013;1;0;1;0;2018;9;5;3;3;6;2;2;0;1;1;0;0;0;1;527338.2242;6072525.2557;9.425249693;54.799158532
6014;1;0;59;120;2018;9;14;7;3;8;1;0;1;0;0;0;0;0;0;524514.6234;6071460.9922;9.381239349;54.789740444
6015;1;0;62;31;2018;8;16;3;3;0;7;0;1;0;0;0;0;0;0;598726.204;5968361.973;10.500949121;53.854357761
6016;1;0;54;168;2018;8;13;1;2;6;6;0;1;0;1;0;0;0;1;456203.9329;6084453.4793;8.316954194;54.905178655
6017;1;0;59;183;2018;8;12;1;3;2;6;0;0;1;0;1;0;0;0;521909.0075;6069696.3393;9.340585667;54.774002772
6018;1;0;54;126;2018;11;17;5;3;5;2;1;0;1;0;0;0;1;0;495686.7984;6065719.3044;8.933007689;54.738721553
6019;1;0;62;25;2018;10;6;2;3;9;7;1;0;1;0;0;0;0;0;603948.4656;5967292.8083;10.579949639;53.843732544
6020;1;0;53;83;2018;12;16;4;3;6;2;1;0;1;1;0;0;0;0;603391.0604;5914999.6392;10.55412882;53.373981229
6021;1;0;3;0;2018;11;18;7;3;0;7;2;1;0;1;0;0;0;1;615088.995;5967865.2344;10.749410207;53.846526732
6022;1;0;57;33;2018;10;10;3;3;5;3;0;0;1;0;0;1;0;1;574916.5708;6007821.6535;10.148794553;54.212926351
6026;1;0;56;39;2018;10;16;6;3;5;3;0;1;1;0;0;0;0;0;552285.5097;5945185.9074;9.791088502;53.652818194
6027;1;0;62;1;2018;12;22;5;3;5;3;2;1;1;0;0;0;0;0;582792.1397;5948692.7299;10.253494895;53.680392921
6028;1;0;58;1;2018;12;14;1;3;5;3;0;0;1;0;0;0;0;1;566123.5905;6017795.0286;10.016186577;54.303758145
6029;1;0;56;5;2018;11;17;6;3;2;6;2;0;1;0;0;0;0;0;559951.6212;5945940.5551;9.907208698;53.658778017
6030;1;0;1;0;2018;11;19;6;3;5;2;2;0;1;0;0;0;0;1;529812.7697;6070586.6755;9.463540906;54.781596628
6031;1;0;61;34;2018;12;17;6;3;5;2;2;0;1;0;0;0;0;1;531160.7321;5976141.472;9.474613599;53.932729425
6032;1;0;59;43;2018;11;8;4;3;2;2;0;0;1;0;0;1;0;1;535145.7286;6035796.3251;9.542281611;54.468605461
6033;1;0;4;0;2018;11;16;4;3;2;6;2;0;1;0;0;0;0;0;564068.9875;5994944.9837;9.979746673;54.098682771
6034;1;0;57;91;2018;10;13;6;3;5;3;0;0;1;0;0;0;0;1;581569.044;6015454.691;10.252856707;54.280496705
6035;1;0;62;25;2018;10;15;5;3;8;7;0;0;1;0;0;0;0;0;605248.1338;5967794.1689;10.599867105;53.847975412
6037;1;0;2;0;2018;11;16;4;3;2;6;0;0;1;0;0;0;0;0;569783.1496;6018635.3553;10.072612351;54.310822404
6038;1;0;3;0;2018;12;11;2;3;3;6;0;0;1;0;0;1;0;1;611146.6484;5968320.2867;10.689678467;53.851473533
6039;1;0;59;68;2018;12;6;4;3;9;1;2;0;1;0;0;0;0;2;556242.9287;6055352.0505;9.871506246;54.642435581
6040;1;0;58;78;2018;10;4;1;2;8;1;2;0;1;0;0;0;0;0;533293.8396;6018955.6036;9.511822005;54.317383265
6041;1;0;61;41;2018;12;16;2;2;8;1;1;0;1;0;0;0;0;0;539834.5007;5966004.4713;9.605399853;53.841027627
6043;1;0;55;28;2018;11;6;5;3;5;3;1;1;1;0;0;0;0;0;602314.7198;6002856.0881;10.567087284;54.163577762
6044;1;0;59;53;2018;12;7;2;3;5;3;2;0;1;0;0;0;0;2;532382.4392;6028478.0432;9.498847541;54.403020394
6046;1;0;56;48;2018;10;19;6;3;5;3;1;1;1;0;0;0;0;0;547246.2112;5949696.5107;9.715536583;53.693837619
6047;1;0;1;0;2018;12;18;4;3;6;6;2;1;0;1;0;0;0;0;528213.6533;6070839.2772;9.438702604;54.783959064
6048;1;0;53;116;2018;11;15;3;3;2;6;0;0;1;0;0;0;0;0;598779.6017;5929000.9253;10.489230772;53.500675234
6049;1;0;4;0;2018;12;8;6;2;5;3;0;1;1;0;0;0;0;1;565353.381;5990168.672;9.998353869;54.055599268
6050;1;0;4;0;2018;11;19;7;2;6;4;2;0;1;1;0;0;0;1;564501.8609;5993634.634;9.98608581;54.086853317
6051;1;0;55;12;2018;10;15;4;2;3;6;0;0;0;0;1;0;0;0;601095.7466;5999382.1043;10.547260185;54.132607505
6052;1;0;2;0;2018;12;23;6;3;5;2;2;0;1;0;0;0;0;1;571805.596;6021824.544;10.104459907;54.339199328
6053;1;0;51;44;2018;11;10;2;3;2;6;0;0;1;0;0;0;0;0;506010.0882;6003181.6825;9.092078038;54.176664833
6054;1;0;3;0;2018;11;14;2;3;2;6;0;0;1;0;0;0;0;0;610837.1031;5967855.3025;10.684807119;53.847362148
6055;1;0;1;0;2018;10;12;5;3;5;3;0;0;1;0;1;0;0;1;526143.0532;6067937.3136;9.406245813;54.757992593
6057;1;0;55;32;2018;10;14;3;3;2;6;0;0;1;0;0;0;0;0;618156.299;5996838.1;10.807242145;54.106116049
6059;1;0;61;3;2018;12;15;7;2;5;2;0;0;1;0;0;0;0;0;528942.177;5986823.162;9.441838366;54.028861792
6060;1;0;2;0;2018;12;8;3;3;2;6;1;0;1;0;0;0;0;1;572136.1475;6021284.7682;10.10941255;54.334302419
6061;1;0;53;100;2018;12;9;6;3;9;7;0;0;1;0;0;0;0;0;614227.7848;5950621.2917;10.729943383;53.691794661
6062;1;0;4;0;2018;11;3;3;3;5;3;2;0;1;0;0;0;0;0;563775.2769;5991608.8634;9.974553235;54.068739241
6063;1;0;51;72;2018;12;15;6;2;2;2;0;0;1;0;0;0;0;1;500611.3934;5977746.1714;9.00931561;53.948089782
6064;1;0;60;5;2018;10;10;6;3;7;7;0;1;0;0;0;0;0;0;586004.6531;5976898.6311;10.309998376;53.933328705
6065;1;0;62;76;2018;12;18;2;3;2;6;2;0;1;0;0;0;0;1;572654.829;5953712.2201;10.101223804;53.72700936
6066;1;0;3;0;2018;11;9;2;3;0;1;0;1;0;0;0;0;0;1;611401.5802;5969357.6401;10.693928572;53.860738708
6067;1;0;4;0;2018;11;13;6;3;5;3;0;0;1;0;0;0;0;0;564975.648;5993012.207;9.993194155;54.081200343
6068;1;0;54;70;2018;12;8;5;3;5;3;1;0;1;0;0;0;1;1;504218.8511;6026066.851;9.064957991;54.382362946
6069;1;0;60;88;2018;10;15;7;3;8;1;0;0;0;0;1;0;0;0;574730.8031;5969960.3733;10.136624551;53.872729414
6071;1;0;54;161;2018;11;11;6;3;8;1;0;0;1;0;0;0;0;1;502549.8289;6029095.0108;9.039285923;54.409589079
6072;1;0;1;0;2018;10;8;3;3;6;4;0;0;1;1;0;0;0;1;527066.2084;6071471.002;9.420920142;54.789699249
6073;1;0;54;88;2018;12;7;5;3;6;4;2;0;1;1;0;0;0;1;488940.239;6071276.148;8.828009408;54.788556268
6074;1;0;61;95;2018;11;12;1;3;8;1;0;0;1;0;0;0;0;1;516644.2549;5972567.2687;9.253319951;53.901274792
6075;1;0;62;4;2018;10;8;3;3;2;6;0;0;1;0;0;0;0;1;588498.2038;5962023.7261;10.343677206;53.799248027
6078;1;0;61;87;2018;10;11;1;3;0;6;0;0;1;0;0;0;1;0;533477.105;5992373.5081;9.511679444;54.078471102
6080;1;0;56;48;2018;10;10;6;3;0;1;0;0;0;0;1;0;0;0;547332.768;5950157.6052;9.716917774;53.697973948
6081;1;0;56;43;2018;12;22;4;3;9;1;2;0;1;0;0;0;0;1;554119.4419;5946144.7862;9.819000174;53.661249607
6082;1;0;2;0;2018;11;16;2;3;6;7;2;1;0;1;0;0;0;1;573875.3486;6020040.3451;10.135846519;54.322871623
6083;1;0;3;0;2018;11;13;7;3;6;3;0;0;1;1;0;0;0;0;611499.8737;5970236.1303;10.695741695;53.868610124
6084;1;0;3;0;2018;12;17;1;3;5;3;2;1;1;0;0;0;0;1;610104.6139;5969957.4784;10.674431979;53.866404495
6085;1;0;61;30;2018;11;22;4;3;8;1;2;0;1;0;0;0;0;0;535369.9492;5966081.1933;9.537560478;53.842040331
