ULAND;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;IstRad;IstPKW;IstFuss;IstKrad;IstSonstig;LICHT;STRZUSTAND;XGCSWGS84;YGCSWGS84
2;2017;3;14;5;3;2;2;0;1;0;0;0;0;0;7.045180816;52.54719565
2;2017;3;1;5;2;9;1;0;1;0;0;0;2;0;7.228659357;52.67236545
2;2017;3;12;5;3;0;6;0;1;0;0;1;0;0;7.247146373;53.02238336
2;2017;3;15;5;3;5;3;0;1;0;0;1;0;0;7.295403435;53.61940595
2;2017;3;13;6;3;5;3;1;1;0;0;0;0;0;8.046134883;52.8351233
2;2017;3;21;5;3;4;2;1;1;0;0;0;2;0;7.496200439;53.46839617
2;2017;3;12;6;3;5;3;1;1;0;0;0;0;0;8.092458086;53.37688383
2;2017;3;13;6;3;2;6;0;1;0;0;0;0;0;8.193700589;53.15067758
2;2017;3;14;6;3;2;6;0;1;0;0;0;0;0;8.87512853;53.01242106
2;2017;3;17;6;3;4;6;0;1;0;0;0;0;0;8.635951886;53.12270725
2;2017;3;15;6;2;8;6;0;1;0;0;0;0;0;10.36781862;53.29229007
2;2017;3;11;6;3;2;6;0;1;0;0;0;0;0;10.37068076;53.41634338
2;2017;3;14;6;3;2;6;0;1;0;0;0;0;0;9.677974168;52.72705773
2;2017;3;14;6;3;2;6;0;1;0;0;0;0;0;9.677869232;52.72727544
2;2017;3;13;5;3;1;7;1;1;0;0;0;0;0;8.169849729;53.37497771
2;2017;3;13;6;2;6;4;0;1;1;0;0;0;0;9.69495043;52.86617341
2;2017;3;20;6;3;5;3;0;1;0;0;0;2;0;9.205157815;53.36905516
2;2017;3;12;6;3;5;3;0;1;0;0;1;0;0;9.477974281;53.1649515
2;2017;3;13;6;3;2;6;0;1;0;1;0;0;0;9.198217685;53.10917459
2;2017;3;17;6;3;2;6;0;1;0;0;0;0;0;9.41230227;53.1095745
2;2017;3;12;5;3;3;2;1;1;0;0;0;0;0;8.908123525;53.14250418
2;2017;3;18;5;3;2;6;0;1;0;0;0;0;0;9.039551044;53.0099164
2;2017;3;9;5;3;8;7;0;1;0;0;0;0;1;9.062813142;53.05499385
2;2017;3;14;5;3;5;3;0;1;0;0;0;0;0;7.808688181;53.21989011
2;2017;3;7;5;3;0;2;0;1;0;1;0;0;1;7.957564915;53.22792044
2;2017;3;12;5;3;4;1;0;0;0;0;1;0;0;8.086574185;53.23368685
2;2017;3;9;5;3;8;1;0;1;0;0;0;0;1;9.041385414;52.86937416
2;2017;3;16;5;3;2;6;0;1;0;0;1;0;0;8.365779346;53.40020629
2;2017;3;16;5;3;4;6;0;1;0;0;0;0;0;8.445505317;53.541223
2;2017;3;18;5;3;2;6;0;1;0;0;0;0;0;8.190257363;53.0937713
2;2017;3;14;5;3;2;6;0;1;0;0;0;0;0;8.659779234;53.67791183
2;2017;3;13;6;3;2;6;0;1;0;0;0;0;0;10.53816156;53.04776526
2;2017;3;21;6;1;4;6;0;1;0;0;1;2;0;10.98646563;52.88415205
2;2017;3;11;5;3;1;7;0;1;0;0;0;0;0;9.714595387;53.285472
2;2017;3;15;6;3;0;3;1;1;0;0;0;0;0;10.08262631;52.62893273
2;2017;3;15;6;3;5;3;0;1;0;1;0;0;0;9.699462936;52.34736223
2;2017;3;23;6;3;5;7;0;1;0;0;0;2;0;9.708406376;52.36596912
2;2017;3;8;6;3;5;2;0;1;0;0;1;0;0;9.820421411;52.29360446
2;2017;3;13;6;3;2;6;0;1;0;0;0;0;0;9.777094414;52.26946763
2;2017;3;8;6;3;2;2;0;1;0;0;0;0;0;9.619979202;52.35497834
2;2017;3;16;6;3;5;2;0;1;0;0;1;0;0;9.525353431;52.46105881
2;2017;3;19;6;3;5;2;1;1;0;0;0;2;0;9.715835257;52.45861042
2;2017;3;15;6;3;5;2;1;1;0;0;0;0;0;9.710398221;52.43175143
2;2017;3;11;5;3;2;2;0;1;0;0;0;0;0;9.715646255;53.28298817
2;2017;3;16;5;3;9;1;0;1;0;0;1;0;0;9.608194941;53.51167522
2;2017;3;6;5;3;2;6;0;1;0;0;0;1;1;9.505001715;53.10637671
2;2017;3;23;6;2;0;7;0;1;0;0;1;2;0;9.843953098;52.36072187
2;2017;3;23;6;3;9;7;0;1;0;0;0;2;0;9.921283267;51.86369746
2;2017;3;5;5;2;9;7;0;1;0;0;0;2;1;10.61258039;53.14043746
2;2017;3;10;5;3;5;3;0;1;0;0;0;0;1;10.19388229;53.12492925
2;2017;3;18;5;2;5;3;0;1;0;1;0;0;0;10.01548911;52.79441353
2;2017;3;13;5;3;5;2;0;1;0;0;0;0;0;9.922481937;52.8353194
2;2017;3;8;5;3;6;7;0;1;1;0;0;0;1;10.23135904;52.63016224
2;2017;3;16;6;3;2;6;0;1;0;0;0;0;0;10.02015481;52.13519056
2;2017;3;9;5;2;0;1;1;0;0;0;0;0;1;9.811976652;52.30568669
2;2017;3;2;6;2;2;6;0;1;0;0;1;2;0;9.914976204;52.26800197
2;2017;3;7;6;3;2;6;0;1;0;0;0;0;0;9.213671184;52.01528847
2;2017;3;13;6;3;0;1;0;0;0;1;0;0;0;9.36160493;52.10415721
2;2017;3;13;6;3;2;6;0;1;0;0;0;0;0;9.889516643;51.54980383
2;2017;3;23;6;1;8;1;0;1;0;0;0;2;0;10.9276837;52.46091163
2;2017;3;9;6;3;5;3;1;1;0;0;0;0;0;10.35406904;52.11123213
2;2017;3;16;6;3;5;3;0;1;0;0;0;0;0;10.31505972;52.30889547
2;2017;3;6;5;3;2;6;0;1;0;0;1;1;0;8.07120915;52.489871
2;2017;3;20;5;3;4;2;0;1;0;1;0;2;0;7.744148814;53.30442865
2;2017;3;15;5;3;0;1;0;0;0;1;0;0;0;7.593794594;53.30452611
2;2017;3;9;5;3;2;6;0;1;0;0;1;0;1;9.626478204;52.26856852
2;2017;3;16;5;3;5;2;0;1;0;1;0;0;0;9.510149271;52.29024198
2;2017;3;13;5;3;5;2;1;1;0;0;0;0;0;10.1132088;52.35299505
2;2017;3;15;5;3;0;1;1;0;0;0;0;0;0;9.977123522;52.37206329
2;2017;3;18;5;3;2;5;0;1;0;0;0;0;0;9.797822506;52.45505014
2;2017;3;16;5;3;5;3;0;1;0;0;0;0;0;9.988836989;52.4621399
2;2017;3;19;5;3;2;6;0;1;0;0;0;2;0;9.701232415;52.37997214
2;2017;3;23;5;2;5;2;0;1;0;0;0;2;0;9.696348981;52.37984169
2;2017;3;16;5;3;4;2;0;1;0;0;0;0;0;9.764832687;52.34273779
2;2017;3;10;5;2;5;3;0;1;0;1;0;0;0;7.419302393;53.08135857
2;2017;3;14;5;2;6;4;1;0;1;0;0;0;0;9.731425324;52.43331474
2;2017;3;12;5;3;1;5;0;1;0;0;0;0;0;9.8605516;52.38458047
2;2017;3;7;5;3;8;6;0;1;0;0;0;0;0;6.81811074;52.61227153
2;2017;3;18;5;3;8;1;0;1;0;0;0;2;0;7.252916809;52.75001689
2;2017;3;18;5;3;0;1;0;0;0;0;1;0;0;7.230805389;52.75959957
2;2017;3;13;5;3;5;3;1;1;0;0;0;0;0;7.36556611;52.31627188
2;2017;3;16;5;3;2;2;0;1;0;0;0;0;0;8.069119383;52.76006895
2;2017;3;7;5;2;0;1;0;0;0;1;0;0;0;8.78293998;53.22911031
2;2017;3;12;5;3;2;6;0;1;0;0;1;0;0;9.732400693;52.3835124
2;2017;3;15;5;3;2;6;0;1;0;0;0;0;0;9.211205276;52.32717053
2;2017;3;9;5;2;5;3;0;1;0;0;0;0;0;9.370088611;52.26666
2;2017;3;12;5;2;2;6;0;1;0;0;1;0;0;9.357405291;52.91793474
2;2017;3;16;5;2;5;3;0;1;0;0;0;0;0;9.060103477;52.68546557
2;2017;3;15;5;3;3;5;0;1;0;0;0;0;0;9.231454076;52.92254226
2;2017;3;8;5;3;4;5;0;1;0;1;0;0;0;9.279533569;52.90414747
2;2017;3;16;5;3;8;1;0;0;0;0;1;0;0;8.928274187;53.81709349
2;2017;3;7;5;2;4;6;0;1;0;0;1;0;0;10.37416357;53.41539954
2;2017;3;15;5;3;5;3;1;1;0;0;0;0;0;9.701165745;53.47842208
2;2017;3;9;5;3;5;3;0;1;0;0;0;0;0;9.709623415;53.47660332
2;2017;3;13;5;3;5;3;0;1;0;0;0;0;0;9.812614464;53.1721513
2;2017;3;8;5;2;8;7;0;1;0;0;0;0;0;10.7153189;52.79257933
2;2017;3;8;5;3;4;6;0;1;0;0;0;0;0;10.58738543;52.94953756
2;2017;3;6;5;3;5;1;0;1;0;1;0;1;1;9.960619799;52.1206043
2;2017;3;7;5;3;5;2;1;1;0;0;0;0;0;9.259859977;51.98105384
2;2017;3;7;5;2;6;4;0;1;1;0;0;1;0;9.400259811;52.10056339
2;2017;3;8;5;3;2;6;0;1;0;0;0;0;0;10.71467863;52.36611075
2;2017;3;7;5;2;1;5;0;1;0;0;0;0;0;10.91069538;52.4249513
2;2017;3;19;5;3;5;3;1;1;0;0;0;0;0;10.29442681;52.14414781
2;2017;3;17;5;2;9;1;0;1;0;0;0;0;0;10.33791239;51.94213284
2;2017;3;13;5;3;9;1;0;1;0;0;0;0;0;10.49127949;52.63426094
2;2017;3;7;4;3;8;1;0;1;0;0;0;0;0;8.168113048;52.36803856
2;2017;3;15;5;3;5;3;0;1;0;0;0;0;0;9.456990488;52.500924
2;2017;3;8;4;3;5;2;1;1;0;0;0;0;0;8.224997282;52.34369383
2;2017;3;17;5;3;2;2;0;1;0;0;0;0;0;10.18406491;52.465408
2;2017;3;15;4;3;2;6;0;1;0;0;0;0;0;8.057371928;52.39454535
2;2017;3;14;5;3;2;6;0;1;0;0;0;0;0;9.426364819;52.35241848
2;2017;3;11;4;2;5;3;0;1;0;0;0;0;0;8.056394283;52.2758933
2;2017;3;21;4;3;0;4;0;1;1;0;0;2;0;7.574982197;53.13571498
2;2017;3;17;4;3;9;1;0;1;0;0;0;0;1;7.305160888;53.11877999
2;2017;3;12;4;3;2;6;0;1;0;0;0;0;0;7.483223835;53.23602812
2;2017;3;8;5;2;6;4;0;1;1;0;0;0;0;9.763322028;52.33678008
2;2017;3;8;5;3;2;6;0;1;0;0;0;0;0;9.451956908;52.3728545
2;2017;3;6;5;3;5;3;0;1;0;0;0;0;0;9.722538566;52.12124036
2;2017;3;7;5;3;4;2;1;1;0;0;0;0;0;10.03317575;52.0831827
2;2017;3;15;5;3;2;6;0;1;0;0;0;0;0;9.88717654;51.5276198
2;2017;3;22;5;3;5;3;0;1;0;0;0;2;0;10.77246053;52.476581
2;2017;3;13;5;3;5;3;1;1;0;0;0;0;0;10.73620363;52.39386768
2;2017;3;16;5;3;2;6;0;1;0;0;0;0;0;10.65037564;52.29074591
2;2017;3;13;4;2;4;7;0;0;0;0;1;0;1;7.634254693;52.93583828
2;2017;3;14;5;3;8;1;0;1;0;0;0;0;0;10.3307199;52.30447057
2;2017;3;19;5;2;2;6;0;1;0;0;1;2;0;10.49478179;52.25338144
2;2017;3;8;5;3;2;6;0;1;0;0;0;0;0;10.72666454;52.30821222
2;2017;3;15;4;3;4;1;0;1;0;0;0;0;0;7.400051131;52.74510998
2;2017;3;17;4;3;5;3;1;1;0;0;0;0;1;7.207870374;53.59621303
2;2017;3;12;4;2;6;4;0;1;1;0;0;0;1;7.240450265;53.5989476
2;2017;3;13;4;3;6;4;0;1;1;0;1;0;1;7.565732537;53.39699134
2;2017;3;6;5;3;9;6;0;1;0;0;0;0;1;10.81572894;52.31129145
2;2017;3;17;4;3;2;6;0;1;0;0;0;0;1;7.490721093;53.46194951
2;2017;3;18;4;2;1;5;0;1;0;0;0;0;1;8.527601016;53.23770039
2;2017;3;5;5;3;8;1;0;0;0;0;1;2;0;10.49160746;52.2705301
2;2017;3;11;4;3;5;2;0;1;0;0;0;0;1;8.807701423;53.22337541
2;2017;3;4;4;3;9;1;0;1;0;0;0;2;1;9.021695712;53.12826858
2;2017;3;17;4;3;5;3;1;1;0;0;0;0;0;8.066637271;53.16687078
2;2017;3;19;4;3;9;1;0;1;0;0;0;2;0;8.187184152;52.2464483
2;2017;3;13;4;3;5;3;0;1;0;0;0;0;1;8.171880196;53.12675058
2;2017;3;13;4;3;5;3;0;1;0;1;0;0;0;8.280023481;52.23604314
2;2017;3;16;4;3;5;3;1;1;0;0;0;0;1;8.628944643;52.79047139
2;2017;3;15;4;2;0;1;1;0;0;0;0;0;0;8.433261591;52.30682251
2;2017;3;21;4;3;5;3;1;1;0;0;0;2;0;7.968438656;52.67826235
2;2017;3;7;4;3;3;6;1;0;0;0;1;1;0;8.038085459;52.27923764
2;2017;3;7;4;3;5;2;1;0;0;0;1;0;0;7.574812074;53.13573836
2;2017;3;7;4;3;5;3;1;1;0;0;0;0;0;8.401564781;52.65272178
2;2017;3;17;4;3;2;1;0;1;0;0;0;0;0;7.549171527;53.26227004
2;2017;3;16;4;3;4;1;0;1;0;0;0;0;1;8.739163407;53.6175956
2;2017;3;18;4;3;8;1;0;1;0;0;0;0;1;8.968669591;53.72094896
2;2017;3;11;4;3;2;6;0;0;0;0;1;0;1;10.05443421;53.32353281
2;2017;3;7;4;3;2;6;0;1;0;0;0;0;0;7.433343199;53.23027137
2;2017;3;16;4;3;5;3;0;1;0;0;0;0;0;7.514454106;52.83299425
2;2017;3;11;4;3;9;1;0;1;0;0;0;0;1;10.39842933;53.27838126
2;2017;3;6;4;3;4;2;0;1;0;0;0;2;0;10.04355437;53.34253579
2;2017;3;9;4;3;6;7;0;1;1;0;0;0;0;9.251631691;53.59059358
2;2017;3;11;4;3;5;3;1;1;0;0;0;0;1;9.592510259;52.86035369
2;2017;3;9;4;1;8;1;0;1;0;0;0;0;1;9.854891822;53.17892134
2;2017;3;8;4;3;8;1;0;1;0;0;0;0;1;9.544863215;53.28701171
2;2017;3;14;4;3;5;3;0;1;0;0;0;0;1;9.481626765;53.16802967
2;2017;3;18;4;3;2;2;0;1;0;0;0;0;0;9.435992811;52.33084119
2;2017;3;7;4;3;2;6;0;1;0;0;0;0;0;7.119704589;52.51618167
2;2017;3;16;4;3;2;5;0;1;0;0;0;0;0;9.915298598;52.47812676
2;2017;3;17;4;3;2;6;0;1;0;0;0;0;0;7.221323805;52.8666698
2;2017;3;15;4;3;5;3;0;1;0;1;0;0;1;9.879867281;52.50883946
2;2017;3;15;4;3;2;2;0;1;0;1;0;0;0;7.407451274;52.58878039
2;2017;3;15;4;3;8;1;0;1;0;0;0;0;0;8.413472972;52.80726552
2;2017;3;12;4;3;2;6;0;1;0;0;0;0;0;8.770184432;53.21116657
2;2017;3;20;4;3;9;6;0;1;0;0;0;2;0;7.921706105;53.2555655
2;2017;3;8;4;3;5;7;0;1;0;0;0;0;0;8.082558142;53.18459286
2;2017;3;7;4;3;2;7;0;1;0;0;1;0;0;8.757491201;53.01415941
2;2017;3;16;4;3;3;1;0;1;0;1;0;0;0;8.161047212;53.03407735
2;2017;3;11;4;3;5;2;0;1;0;0;0;0;0;8.585284548;53.06266914
2;2017;3;7;4;3;5;3;1;1;0;0;0;0;0;8.191658872;53.06885714
2;2017;3;18;4;3;5;3;1;1;0;0;0;0;0;9.724018336;52.37763313
2;2017;3;17;4;3;5;3;1;1;0;0;0;0;0;9.779266612;53.49235139
2;2017;3;11;4;3;2;6;0;1;0;0;0;0;0;9.061828154;52.22068829
2;2017;3;8;4;3;4;2;0;1;0;0;1;0;0;9.782213221;53.45819226
2;2017;3;13;4;3;2;6;0;1;0;0;0;0;0;9.859916488;51.64467849
2;2017;3;7;4;3;5;3;0;1;0;0;1;0;0;10.037442;53.34317593
2;2017;3;7;4;2;5;3;0;1;0;0;1;1;0;9.199778704;52.31412825
2;2017;3;11;4;3;5;2;0;1;0;1;0;0;0;9.059048337;52.28624828
2;2017;3;17;4;2;2;6;0;1;0;0;0;0;0;9.365988199;52.32688838
2;2017;3;19;4;3;3;2;1;1;0;0;0;2;0;9.716445362;53.47186367
2;2017;3;16;4;2;8;7;0;1;0;0;0;0;1;9.282582383;52.64107689
2;2017;3;16;4;3;2;6;0;1;0;0;0;0;0;9.697561932;53.48039886
2;2017;3;9;4;3;5;3;0;1;0;0;1;0;0;10.11111452;52.10708137
2;2017;3;14;4;3;2;6;0;1;0;0;0;0;0;9.972613759;52.15383691
2;2017;3;13;4;3;1;5;1;1;0;0;0;0;0;9.694990623;52.86622947
2;2017;3;13;4;2;9;1;0;1;0;0;0;0;0;9.550811583;52.06803095
2;2017;3;15;4;2;2;6;0;1;0;0;0;0;0;10.05659512;53.15753725
2;2017;3;13;4;3;5;2;0;1;0;0;1;0;1;10.73855603;52.36893423
2;2017;3;14;4;3;0;1;0;0;0;1;0;0;0;9.548170657;52.87273864
2;2017;3;22;4;2;5;2;0;1;0;0;0;2;0;10.18694578;52.10496096
2;2017;3;14;4;3;5;3;0;1;0;0;0;0;0;9.792919099;53.17752175
2;2017;3;15;4;3;9;1;0;1;0;0;0;0;0;10.35971496;52.18749975
2;2017;3;12;4;3;8;6;0;0;0;1;1;0;0;11.07848102;53.03990078
2;2017;3;16;4;3;4;2;0;1;0;1;0;0;0;10.17926828;52.5521998
2;2017;3;12;4;3;5;3;0;1;0;0;0;0;0;9.608030791;52.2899882
2;2017;3;8;4;3;2;6;0;1;0;0;1;0;0;9.42874078;52.35476824
2;2017;3;10;4;3;2;6;0;1;0;0;0;0;0;9.420296279;52.34413769
2;2017;3;10;4;3;2;6;0;1;0;0;0;0;0;9.419695124;52.34314704
2;2017;3;17;4;3;2;6;0;1;0;0;0;0;0;10.09952265;51.68265407
2;2017;3;8;4;2;5;3;0;1;0;1;0;0;0;9.355857975;52.43628452
2;2017;3;18;4;3;5;3;1;1;0;0;0;0;0;10.33441767;52.14036397
2;2017;3;15;4;2;5;3;1;1;0;0;0;0;1;10.52960721;52.24846914
2;2017;3;14;3;3;2;6;0;0;0;0;1;0;0;8.040830882;52.45096283
2;2017;3;8;3;3;2;6;0;1;0;0;0;0;0;7.9614423;52.26965003
2;2017;3;16;3;3;4;7;0;1;0;0;1;0;0;8.117551345;52.30210836
2;2017;3;16;3;3;2;6;0;1;0;0;0;0;0;8.367081983;52.3229477
2;2017;3;12;3;3;2;6;0;1;0;0;0;0;0;8.308952586;52.33302694
2;2017;3;6;3;2;8;7;0;1;0;0;0;0;0;7.795227419;52.63427816
2;2017;3;19;4;3;0;1;0;1;0;0;0;2;0;9.108240283;52.19461349
2;2017;3;15;3;3;3;2;1;1;0;0;0;0;0;8.071051775;52.26202471
2;2017;3;7;4;2;5;3;0;1;0;0;0;0;0;9.974550355;51.91792034
2;2017;3;18;3;3;2;5;1;1;0;0;0;0;0;7.617511477;53.13979524
2;2017;3;13;4;3;2;6;0;1;0;0;0;0;0;10.8076381;52.4387356
2;2017;3;7;4;2;4;2;0;1;0;0;1;0;0;10.50089164;52.02100028
2;2017;3;16;4;3;6;4;0;1;1;0;0;0;0;10.34275301;52.15288182
2;2017;3;16;3;2;4;6;1;0;0;0;0;0;0;7.461453366;53.12174237
2;2017;3;13;3;3;3;2;0;1;0;1;0;0;0;7.613809897;53.11314228
2;2017;3;9;4;3;0;6;0;1;0;0;0;0;0;10.7809049;52.31390971
2;2017;3;10;3;3;9;6;0;0;0;0;1;0;1;8.161430271;52.38456792
2;2017;3;17;3;2;6;4;0;0;1;0;1;0;0;7.510796094;53.33108415
2;2017;3;14;3;3;5;3;0;1;0;0;0;0;0;7.248240011;52.30551069
2;2017;3;11;3;2;2;6;0;1;0;0;1;0;0;7.743580859;53.41971596
2;2017;3;15;3;3;8;1;0;1;0;0;0;0;0;7.649448732;53.48849583
2;2017;3;8;3;3;3;2;1;0;0;0;1;0;1;7.521320016;53.46770351
2;2017;3;16;3;3;4;6;0;0;0;0;1;0;0;8.020191295;52.7275267
2;2017;3;17;3;3;2;6;0;1;0;0;0;1;0;7.47921072;53.22759703
2;2017;3;12;3;3;3;6;0;1;0;0;1;0;0;9.226813934;52.97413158
2;2017;3;18;3;3;5;3;0;0;0;1;1;0;0;7.404406732;53.08872249
2;2017;3;15;3;3;2;6;0;1;0;0;0;0;0;9.217107416;52.90379819
2;2017;3;18;3;3;5;3;1;1;0;0;0;0;0;7.491384466;52.67487752
2;2017;3;16;3;3;2;2;0;1;0;0;0;0;0;7.884745023;53.29120832
2;2017;3;7;3;3;2;6;0;1;0;0;0;0;0;7.823446338;53.17552559
2;2017;3;14;3;3;5;2;0;1;0;0;0;0;0;8.525921595;53.52596501
2;2017;3;16;3;3;2;6;0;0;0;1;1;0;0;8.555674943;53.17872129
2;2017;3;17;3;3;2;6;0;0;0;0;1;0;0;10.02114766;53.3881098
2;2017;3;12;3;2;9;7;0;1;0;0;1;0;0;10.04009766;53.33585961
2;2017;3;19;3;2;5;2;0;1;0;0;1;2;0;9.795714404;53.46275045
2;2017;3;7;3;3;6;4;0;1;1;0;0;0;0;10.02111109;53.41918009
2;2017;3;8;3;2;5;2;0;1;0;0;1;0;0;7.373916471;52.57424025
2;2017;3;7;3;3;2;6;0;1;0;0;0;0;1;10.07415192;53.23779979
2;2017;3;20;3;3;5;3;1;1;0;0;0;2;0;7.718986308;53.50478994
2;2017;3;14;3;2;5;3;0;1;0;0;0;0;0;10.16674455;53.31147252
2;2017;3;16;3;1;5;3;1;1;0;0;0;0;0;9.389093203;52.78697031
2;2017;3;7;3;1;4;6;0;1;0;0;1;0;0;7.717157705;53.11250705
2;2017;3;16;3;3;5;3;1;1;0;0;0;0;0;7.764202689;52.97448394
2;2017;3;14;3;2;3;2;0;0;0;1;1;0;0;8.286602662;52.55066044
2;2017;3;12;3;3;2;2;0;1;0;0;0;0;0;8.220198561;52.72256081
2;2017;3;7;3;3;6;4;1;0;1;0;0;0;0;8.098376019;53.52860415
2;2017;3;6;3;3;5;3;1;1;0;0;0;1;0;9.376475371;52.78479315
2;2017;3;7;3;3;2;6;0;1;0;0;0;0;0;8.089494527;53.51092395
2;2017;3;15;3;3;5;3;0;1;0;0;0;0;0;8.597162594;53.25344025
2;2017;3;9;3;3;5;3;0;1;0;0;1;0;0;10.61760009;52.91957858
2;2017;3;6;3;3;9;1;0;1;0;0;0;2;0;8.970273539;53.19437431
2;2017;3;14;3;3;5;3;0;1;0;0;0;0;0;10.62427942;53.26533807
2;2017;3;18;3;3;2;2;0;1;0;0;0;0;0;9.262397642;52.90812858
2;2017;3;13;3;2;3;6;0;1;0;0;1;0;0;10.3052259;53.16777381
2;2017;3;16;3;3;2;2;0;1;0;0;1;0;0;7.889715186;53.19666143
2;2017;3;4;3;3;9;1;0;1;0;0;0;2;1;10.39560221;53.18129973
2;2017;3;20;3;3;5;3;0;1;1;0;0;2;0;9.956957901;52.81343778
2;2017;3;14;3;3;5;3;1;1;0;0;0;0;1;10.06746086;52.62106803
2;2017;3;15;3;3;4;7;0;1;0;0;0;0;0;10.05938479;52.63463743
2;2017;3;16;3;3;0;3;1;1;0;0;0;0;0;9.758829366;52.37031579
2;2017;3;14;3;3;5;2;0;1;0;1;0;0;0;7.988506864;53.09513165
2;2017;3;7;3;3;4;6;0;1;0;0;0;0;1;9.730580035;52.20989533
2;2017;3;14;3;3;2;2;0;1;0;0;0;0;0;8.030917077;53.18143381
2;2017;3;17;3;3;4;2;1;1;0;0;0;0;0;7.984235555;53.12815103
2;2017;3;8;3;3;5;3;0;1;0;0;1;0;0;8.082558142;53.18459286
2;2017;3;16;3;2;5;3;1;1;0;0;0;0;0;8.188080752;53.1337679
2;2017;3;18;3;3;9;1;0;0;0;1;0;0;0;8.981661588;52.80910665
2;2017;3;7;3;3;4;6;0;1;0;0;0;0;0;8.720227466;52.64222647
2;2017;3;17;3;3;5;2;0;1;0;0;0;0;0;9.707522061;52.27949369
2;2017;3;17;3;2;0;1;1;0;0;0;0;0;0;9.635566198;52.39615088
2;2017;3;10;3;2;6;4;1;0;1;0;0;0;0;9.715512613;52.36672722
2;2017;3;7;3;3;6;4;0;1;1;0;0;0;1;9.791661719;52.3152366
2;2017;3;7;3;3;2;6;0;1;0;0;0;0;0;9.650491373;52.42455323
2;2017;3;7;3;3;2;6;0;1;0;0;0;0;0;9.649306003;52.42432762
2;2017;3;7;3;3;2;6;0;1;0;0;0;0;0;9.421665856;52.34646297
2;2017;3;11;3;3;2;3;0;1;0;0;1;0;0;8.33648479;53.26668198
2;2017;3;21;3;3;8;7;0;1;0;0;0;2;0;9.555904553;51.69269065
2;2017;3;17;3;3;7;7;1;0;0;0;1;0;0;8.20890896;52.94371202
2;2017;3;8;3;3;5;3;1;1;0;0;0;0;0;9.13138473;52.2692686
2;2017;3;15;3;3;5;2;0;1;0;0;0;0;0;8.55688665;52.96429048
2;2017;3;8;3;3;3;6;0;1;0;0;0;0;1;9.987721811;52.16064639
2;2017;3;8;3;2;0;7;0;1;0;0;0;0;0;8.634374908;53.06656011
2;2017;3;14;3;3;4;6;0;0;0;0;1;0;0;10.18068797;53.32079996
2;2017;3;18;3;3;2;6;0;1;0;0;1;0;0;9.860814272;53.3532392
2;2017;3;14;3;3;9;1;0;0;0;0;1;0;0;9.5393065;53.39467492
2;2017;3;21;3;3;6;4;0;1;1;0;0;2;0;9.259915634;51.98102496
2;2017;3;7;3;2;8;1;0;1;0;0;0;0;1;9.530141588;53.49362796
2;2017;3;18;3;3;2;2;0;1;0;0;0;0;0;9.732274342;53.45427314
2;2017;3;20;3;1;8;1;0;1;0;0;0;2;0;9.615444338;52.02949961
2;2017;3;16;3;3;2;6;0;1;0;0;0;0;0;9.362511416;53.59271347
2;2017;3;20;3;3;2;6;0;1;0;0;1;2;0;9.39069183;52.10132728
2;2017;3;16;3;3;5;3;0;1;0;0;0;0;0;10.47995275;51.95711517
2;2017;3;16;3;3;2;6;0;1;0;0;1;0;0;9.579646366;53.52934149
2;2017;3;15;3;3;2;6;0;1;0;0;0;0;1;10.51275347;52.55587185
2;2017;3;5;3;3;2;6;0;1;0;0;0;2;0;9.500975823;53.61474136
2;2017;3;11;3;3;0;7;0;1;0;0;0;0;0;10.58657615;52.51715232
2;2017;3;14;3;3;3;6;0;1;0;0;1;0;0;10.55847599;52.2458413
2;2017;3;12;2;3;2;6;0;1;0;0;1;0;1;8.038545947;52.27867624
2;2017;3;23;2;3;2;7;0;1;0;0;0;2;1;8.073275632;52.28292864
2;2017;3;22;2;3;2;6;0;1;0;0;0;2;1;8.034447882;52.28397037
2;2017;3;9;3;3;2;6;0;1;0;0;0;0;0;9.697965732;52.85305427
2;2017;3;14;2;3;2;6;0;1;0;0;0;0;1;7.342754741;53.16719478
2;2017;3;18;3;2;0;1;1;0;0;0;0;0;0;9.531560602;52.82026078
2;2017;3;8;2;3;2;6;0;1;0;0;0;0;1;7.497466699;53.23679536
2;2017;4;5;2;1;5;2;0;1;0;0;0;2;0;7.947027475;52.30349018
2;2017;4;14;2;3;5;3;0;1;0;0;1;0;0;7.247580251;53.06414282
2;2017;4;7;5;3;2;6;0;1;0;0;1;0;0;9.551139134;52.36263785
2;2017;4;16;2;3;2;2;0;1;0;0;0;0;0;7.343474327;52.90053196
2;2017;4;7;2;3;2;6;0;1;0;0;0;0;0;7.430425232;52.32767368
2;2017;4;12;2;3;2;6;0;1;0;0;1;0;1;9.852227104;53.34516842
2;2017;4;19;2;3;5;3;0;1;0;0;0;0;0;7.196722744;52.54366304
2;2017;4;17;2;3;5;2;0;1;0;0;0;0;0;7.55134457;52.52472237
2;2017;4;6;2;3;5;3;0;1;0;1;0;0;0;7.765809801;53.25512101
2;2017;4;11;2;3;5;7;1;1;0;0;0;0;0;7.748746368;53.16471924
2;2017;4;16;5;3;2;6;0;1;0;0;0;0;0;9.615040063;52.40565671
2;2017;4;11;3;2;3;6;0;0;0;1;1;0;0;10.30631993;52.20475192
2;2017;4;14;2;3;5;3;0;1;0;1;0;0;0;7.896124799;53.2857518
